director_ids,director_name,average_rating_value,average_rating_count,movies_produced,career_Length,CareerStartYear,Gender,birthYear,median_inter_event_time,average_inter_event_time,total_review_count_user,total_review_count_critic,total_metascore,median_metascore,total_awards_won,total_awards_nominated,total_gross_value,total_budget_value,budget_cur_AUD,budget_cur_CAD,budget_cur_EUR,budget_cur_GBP,budget_cur_INR,budget_cur_USD,average_runtime_of_movie,total_genre_Action,total_genre_Adult,total_genre_Adventure,total_genre_Animation,total_genre_Biography,total_genre_Comedy,total_genre_Crime,total_genre_Documentary,total_genre_Drama,total_genre_Family,total_genre_Fantasy,total_genre_Film_Noir,total_genre_Game_Show,total_genre_History,total_genre_Horror,total_genre_Music,total_genre_Musical,total_genre_Mystery,total_genre_News,total_genre_None,total_genre_Reality_TV,total_genre_Romance,total_genre_Sci_Fi,total_genre_Short,total_genre_Sport,total_genre_Talk_Show,total_genre_Thriller,total_genre_War,total_genre_Western,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,average_movie_per_year,num_countries_screened,num_genres_directed,num_languages_released
nm1069989,Olatunde Osunsanmi,5.9,63991.0,1,10,2000,Male,1977,0.0,0.0,329,185,34,34.0,0.0,0.0,25464480.0,10000000.0,0,0,0,0,0,1,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,5.65,0.1,1,3,2
nm1074107,Robert Walker,6.8,72322.0,1,1,2003,Male,1961,0.0,0.0,159,112,48,48.0,0.0,0.0,85329248.0,128000000.0,0,0,0,0,0,1,85.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7.62,1.0,1,4,2
nm1075006,Allen Wolf,5.6,1697.0,1,1,2010,Male,1970,0.0,0.0,20,27,33,33.0,0.0,0.0,28841.0,1000000.0,0,0,0,0,0,1,104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,6.1,1.0,1,3,1
nm1084723,Chris Fisher,5.6,4640.0,1,4,2002,Male,1971,0.0,0.0,44,18,37,37.0,0.0,0.0,162191.0,3000000.0,0,0,0,0,0,1,97.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,6.8,0.25,1,3,2
nm1090998,Cristi Puiu,8.0,10529.0,1,5,2001,Female,1967,0.0,0.0,73,103,84,84.0,0.0,0.0,79943.0,500000.0,0,0,0,0,0,1,153.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7.52,0.2,1,1,1
nm1093039,Mike Flanagan,6.4,50182.0,2,17,2000,Male,1978,3.0,3.0,426,499,126,63.0,0.0,0.0,62594359.0,14000000.0,0,0,0,0,0,1,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,6.6,0.12,1,3,1
nm1094036,James Napier Robertson,7.6,3539.0,1,6,2009,Female,1982,0.0,0.0,32,70,77,77.0,0.0,0.0,61505.0,3500000.0,0,0,0,0,0,0,124.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7.15,0.17,1,1,1
nm1096524,Jacob Estes,7.3,26814.0,1,4,2001,Male,1972,0.0,0.0,154,125,74,74.0,0.0,0.0,603943.0,500000.0,0,0,0,0,0,1,90.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6.3,0.25,1,2,1
nm1098171,Michel Leclerc,7.2,6398.0,1,9,2002,Male,1965,0.0,0.0,21,87,62,62.0,0.0,0.0,513836.0,4600000.0,0,0,0,0,0,1,100.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,6.85,0.11,1,3,4
nm1098493,Rawson Marshall Thurber,6.7,195213.33,3,18,1999,Male,1975,6.0,6.0,843,689,151,52.0,0.0,0.0,392073104.0,107000000.0,0,0,0,0,0,1,103.0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,6.93,0.17,1,4,3
nm1099711,Ruairi Robinson,5.5,29230.0,1,15,1999,Male,1978,0.0,0.0,165,121,46,46.0,0.0,0.0,23838.0,7000000.0,0,0,0,1,0,0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,6.47,0.07,1,3,1
nm1099918,Jeremy Saulnier,7.1,44389.5,2,18,1998,Male,1976,2.0,2.0,285,646,156,78.0,0.0,0.0,3477142.0,6066167.0,0,0,0,0,0,1,92.5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,7.0,0.11,1,4,1
nm1103162,Tim Story,5.69,96338.71,7,20,1997,Male,1970,2.0,2.33,1993,1028,289,40.0,0.0,0.0,688459560.0,356000000.0,0,0,0,0,0,1,100.57,5,0,2,0,0,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,4,5.75,0.35,1,9,6
nm1104118,Ki-duk Kim,7.47,19675.67,3,17,1996,Male,1960,6.0,6.0,222,380,205,72.0,0.0,0.0,281514.0,2103000.0,0,0,0,0,0,1,94.0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,7.62,0.18,2,4,1
nm1108007,David Lowery,6.9,21875.0,1,14,2003,Male,1980,0.0,0.0,96,192,71,71.0,0.0,0.0,76204454.0,65000000.0,0,0,0,0,0,1,103.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6.65,0.07,1,3,1
nm1118351,Jalmari Helander,6.05,20790.5,2,16,1999,Male,1976,4.0,4.0,163,389,124,62.0,0.0,0.0,280119.0,10448000.0,0,0,1,0,0,0,87.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6.65,0.12,5,4,2
nm1119079,Tomm Moore,8.2,29285.0,1,6,2009,Male,1977,0.0,0.0,86,148,85,85.0,0.0,0.0,850043.0,5300000.0,0,0,1,0,0,0,93.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.67,0.17,1,4,2
nm1119880,Colin Trevorrow,7.0,434192.0,1,14,2002,Male,1976,0.0,0.0,1303,651,59,59.0,0.0,0.0,652177271.0,150000000.0,0,0,0,0,0,1,124.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,7.0,0.07,1,3,1
nm1126346,Wych Kaosayananda,3.6,16930.0,1,5,1998,Male,1974,0.0,0.0,278,91,19,19.0,0.0,0.0,14294842.0,70000000.0,0,0,0,0,0,1,91.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,3.9,0.2,1,4,1
nm1132362,Lauren Greenfield,7.1,11113.0,1,7,2006,Male,1966,0.0,0.0,50,122,80,80.0,0.0,0.0,2401652.0,1000000.0,0,0,0,0,0,1,55.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7.3,0.14,1,1,1
nm1134029,Garth Jennings,6.9,93065.5,2,44,1964,Male,1972,2.0,2.0,1159,445,129,64.5,0.0,0.0,52803881.0,54000000.0,0,0,0,0,0,1,102.5,1,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,7.0,0.05,1,6,2
nm1135423,Darren Lynn Bousman,6.35,117662.0,4,9,2000,Male,1979,1.0,1.0,2066,792,156,38.0,0.0,0.0,230585939.0,32500000.0,0,0,0,0,0,1,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,5.78,0.44,1,4,1
nm1137264,Glenn McQuaid,6.1,9618.0,1,6,2003,Female,1973,0.0,0.0,54,109,62,62.0,0.0,0.0,7066.0,750000.0,0,0,0,0,0,1,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.98,0.17,1,2,1
nm1139726,Neil Burger,7.08,269720.5,4,13,2002,Male,1963,4.0,4.0,1789,1105,235,59.5,0.0,0.0,269940798.0,128750000.0,0,0,0,0,0,1,110.5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,1,0,0,6,6.97,0.31,1,6,6
nm1140275,Steven Knight,6.2,53300.0,1,21,1993,Male,1959,0.0,0.0,109,144,43,43.0,0.0,0.0,34956.0,20000000.0,0,0,0,0,0,1,100.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,7.4,0.05,1,4,3
nm1148550,Ava DuVernay,7.0,32208.0,2,9,2006,Female,1972,2.0,2.0,225,402,164,82.0,0.0,0.0,52144030.0,20200000.0,0,0,0,0,0,1,112.5,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.13,0.22,1,3,1
nm1155957,Anna Muylaert,7.9,7769.0,1,22,1994,Female,1964,0.0,0.0,27,114,82,82.0,0.0,0.0,375723.0,4000000.0,0,0,0,0,0,0,112.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7.18,0.05,1,2,1
nm1160495,Kevin Tancharoen,5.2,9722.5,2,8,2004,Male,1984,2.0,2.0,104,199,87,43.5,0.0,0.0,34313048.0,27000000.0,0,0,0,0,0,1,95.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,6.52,0.25,1,6,1
nm1164755,Xavier Gens,6.05,86917.0,2,12,2000,Male,1975,4.0,4.0,605,366,63,31.5,0.0,0.0,39709528.0,27000000.0,0,0,0,0,0,1,106.0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,8,6.0,0.17,1,5,3
nm1165576,Jonathan Kesselman,6.2,4210.0,1,1,2003,Male,1974,0.0,0.0,53,35,41,41.0,0.0,0.0,19539.0,1000000.0,0,0,0,0,0,1,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6.3,1.0,1,1,2
nm1166926,Vadim Perelman,7.0,34713.5,2,5,2003,Male,1963,4.0,4.0,551,235,109,54.5,0.0,2.0,13308924.0,23000000.0,0,0,0,0,0,1,108.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,7.17,0.4,1,3,2
nm1167933,Damián Szifrón,8.1,97648.0,1,18,1997,Male,1975,0.0,0.0,139,287,77,77.0,0.0,0.0,3079012.0,3300000.0,0,0,0,0,0,1,122.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,7.95,0.06,1,3,1
nm1170286,Martin Weisz,5.1,50673.0,1,6,2002,Male,1966,0.0,0.0,213,160,32,32.0,0.0,0.0,20801344.0,15000000.0,0,0,0,0,0,1,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5.63,0.17,1,1,1
nm1174251,Daniel Espinosa,6.65,106513.5,2,13,2003,Male,1977,3.0,3.0,474,473,93,46.5,0.0,0.0,127355790.0,135000000.0,0,0,0,0,0,1,126.0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,6.5,0.15,1,5,3
nm1184258,William Monahan,6.2,40937.0,1,1,2010,Male,1960,0.0,0.0,105,123,52,52.0,0.0,0.0,10484.0,25000000.0,0,0,0,0,0,1,103.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7.25,1.0,1,2,1
nm1189197,Quentin Dupieux,5.8,26913.0,1,9,2002,Male,1974,0.0,0.0,173,229,59,59.0,0.0,0.0,98017.0,500000.0,0,0,0,0,0,1,82.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6.3,0.11,2,3,1
nm1189755,Jonathan Jakubowicz,6.6,3924.0,1,17,2000,Male,1978,0.0,0.0,24,54,54,54.0,0.0,0.0,4711736.0,20000000.0,0,0,0,0,0,1,111.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,6.6,0.06,1,4,2
nm1191481,Leigh Whannell,6.1,58265.0,1,1,2015,Male,1977,0.0,0.0,187,243,52,52.0,0.0,0.0,52200504.0,10000000.0,0,0,0,0,0,1,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6.87,1.0,1,2,1
nm1196161,Carlos Reygadas,5.7,4912.0,1,7,1999,Male,1971,0.0,0.0,54,104,56,56.0,0.0,0.0,70899.0,1601792.0,0,0,1,0,0,0,98.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6.93,0.14,5,1,1
nm1196684,Paul Tibbitt,6.0,35478.0,1,17,1999,Male,1968,0.0,0.0,136,148,62,62.0,0.0,0.0,162495848.0,74000000.0,0,0,0,0,0,1,92.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.2,0.06,1,5,1
nm1197971,Marcus Nispel,5.6,77209.75,4,15,1997,Male,1963,2.0,2.67,1808,979,137,35.0,0.0,0.0,176648434.0,138200000.0,0,0,0,0,0,1,101.75,2,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,5.6,0.27,1,6,2
nm1198000,Benjamín Ávila,7.1,1831.0,1,9,2003,Male,1972,0.0,0.0,7,93,55,55.0,0.0,0.0,9017.0,1009653.0,0,0,0,0,0,1,112.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6.63,0.11,1,1,1
nm1199107,Zach Cregger,5.0,18572.0,1,3,2007,Male,1981,0.0,0.0,73,74,7,7.0,0.0,0.0,4542775.0,6000000.0,0,0,0,0,0,1,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7.07,0.33,1,2,2
nm1202806,Roger Gual,5.7,404.0,1,12,2002,Male,1973,0.0,0.0,6,19,29,29.0,0.0,0.0,18686.0,2700000.0,0,0,1,0,0,0,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6.33,0.08,1,1,4
nm1206844,Drew Goddard,7.0,284882.0,1,1,2012,Male,1975,0.0,0.0,991,640,72,72.0,0.0,0.0,42043633.0,30000000.0,0,0,0,0,0,1,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7.8,1.0,1,3,2
nm1207904,Samuel Bayer,5.2,76993.0,1,20,1991,Male,1962,0.0,0.0,647,361,35,35.0,0.0,0.0,63059655.0,35000000.0,0,0,0,0,0,1,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,6.92,0.05,1,3,1
nm1212237,Ravi Kumar,7.3,1597.0,1,14,2001,Male,1971,0.0,0.0,19,19,50,50.0,0.0,0.0,5948.0,6000000.0,0,0,0,0,0,1,96.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5.43,0.07,1,2,2
nm1215600,Ryan Piers Williams,5.7,447.0,1,4,2007,Male,1981,0.0,0.0,14,22,47,47.0,0.0,0.0,7351.0,1000000.0,0,0,0,0,0,1,92.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.72,0.25,1,1,2
nm1216554,David Gleeson,7.0,2232.0,1,5,1999,Male,1966,0.0,0.0,23,22,51,51.0,0.0,0.0,33700.0,2000000.0,0,0,0,0,0,1,89.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6.8,0.2,1,2,1
nm1218281,Jon Watts,5.7,12883.0,1,14,2001,Male,1981,0.0,0.0,82,118,42,42.0,0.0,0.0,51809.0,1500000.0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,7.17,0.07,1,2,1
nm1218697,Marshall Lewy,6.2,894.0,1,11,2002,Male,1977,0.0,0.0,10,37,62,62.0,0.0,0.0,15368.0,200000.0,0,0,0,0,0,1,94.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6.47,0.09,1,1,1
nm1219963,David Moreau,5.4,44742.0,1,3,2006,Male,1976,0.0,0.0,156,172,36,36.0,0.0,0.0,31397498.0,12000000.0,0,0,0,0,0,1,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5.95,0.33,1,2,2
nm1220140,James Watkins,6.4,142255.0,1,5,2008,Female,1978,0.0,0.0,511,463,62,62.0,0.0,0.0,54322273.0,17000000.0,0,0,0,0,0,1,95.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,6.5,0.2,1,4,1
nm1226871,Wes Ball,6.6,233876.0,2,14,2002,Male,1980,1.0,1.0,896,549,100,50.0,0.0,0.0,184101193.0,95000000.0,0,0,0,0,0,1,122.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,6.6,0.14,1,4,1
nm1229520,Ben Falcone,5.15,30427.0,2,3,2014,Male,1973,2.0,2.0,252,310,79,39.5,0.0,0.0,147552910.0,49000000.0,0,0,0,0,0,1,98.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5.8,0.67,1,2,1
nm1234345,Takashi Shimizu,5.93,48470.75,4,9,1998,Male,1972,2.0,1.33,1426,533,180,48.5,0.0,0.0,149659264.0,38500000.0,0,0,0,0,0,1,94.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,5.92,0.44,2,5,2
nm1240647,Nicolás López,4.8,8931.0,1,14,1999,Male,1983,0.0,0.0,78,151,39,39.0,0.0,0.0,40179.0,2000000.0,0,0,0,0,0,1,89.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4.4,0.07,1,4,2
nm1242054,James Ponsoldt,6.95,61445.5,2,11,2003,Female,1978,1.0,1.0,213,332,153,76.5,0.0,0.0,7227950.0,3000000.0,0,0,0,0,0,1,88.0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,7.07,0.18,1,3,1
nm1243740,Kim Nguyen,7.1,6003.0,1,11,2002,Male,1974,0.0,0.0,28,95,84,84.0,0.0,0.0,37902.0,3500000.0,0,0,0,0,0,1,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7.1,0.09,1,2,1
nm1247462,Christopher Smith,6.5,32279.0,1,10,1997,Male,1970,0.0,0.0,195,199,62,62.0,0.0,0.0,136432.0,5000000.0,0,0,0,1,0,0,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,6.35,0.1,1,3,3
nm1257492,Radu Jude,7.7,4218.0,1,10,2006,Male,1977,0.0,0.0,19,85,84,84.0,0.0,0.0,104706.0,1250000.0,0,0,1,0,0,0,108.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7.2,0.1,2,5,2
nm1258686,Joachim Trier,7.0,6934.0,2,15,2001,Male,1974,9.0,9.0,54,246,149,74.5,0.0,0.0,710600.0,33000000.0,0,0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7.2,0.13,2,1,3
nm1259871,John Crowley,6.87,39088.0,3,16,2000,Male,1969,6.0,6.0,404,558,201,64.0,0.0,1.0,44940702.0,31000000.0,0,0,0,0,0,1,106.0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,4,7.08,0.19,2,6,1
nm1264352,Susanna White,6.1,19815.0,1,30,1981,Female,1960,0.0,0.0,59,95,52,52.0,0.0,0.0,28995450.0,35000000.0,0,0,0,0,0,1,109.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8.27,0.03,1,3,1
nm1270033,David M. Rosenthal,5.5,6851.0,1,17,1999,Male,1969,0.0,0.0,39,45,36,36.0,0.0,0.0,57017904.0,12000000.0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,6.0,0.06,1,2,1
nm1272773,Prachya Pinkaew,7.1,30693.0,1,11,1995,Female,1962,0.0,0.0,216,113,52,52.0,0.0,0.0,11905519.0,200000000.0,0,0,0,0,0,0,83.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,6.88,0.09,1,4,3
nm1275670,Jeremy Garelick,6.7,55443.0,1,2,2014,Male,1975,0.0,0.0,113,119,35,35.0,0.0,0.0,64460211.0,23000000.0,0,0,0,0,0,1,101.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6.03,0.5,1,1,2
nm1283651,Chuan Lu,7.7,8574.0,1,8,2002,Male,1971,0.0,0.0,62,149,85,85.0,0.0,0.0,119922.0,12000000.0,0,0,0,0,0,1,132.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,6.8,0.12,2,3,4
nm1286340,Angela Robinson,5.05,24694.0,2,11,1995,Female,1971,1.0,1.0,305,166,89,44.5,0.0,0.0,66098797.0,53500000.0,0,0,0,0,0,1,96.0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,6,6.23,0.18,1,7,1
nm1288766,Phil Traill,4.8,33558.0,1,12,1998,Male,1973,0.0,0.0,144,126,17,17.0,0.0,0.0,33860010.0,15000000.0,0,0,0,0,0,1,99.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,6.48,0.08,1,3,2
nm1291105,J.A. Bayona,7.55,136062.5,2,14,1999,Female,1975,5.0,5.0,635,674,147,73.5,0.0,0.0,26155902.0,48400000.0,0,0,1,0,0,0,109.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,7.6,0.14,2,3,3
nm1294036,Nima Nourizadeh,6.7,159608.0,1,1,2012,Female,1977,0.0,0.0,262,228,48,48.0,0.0,0.0,54724272.0,12000000.0,0,0,0,0,0,1,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6.4,1.0,1,1,1
nm1296554,Ben Wheatley,6.3,17052.5,2,9,2005,Male,1972,2.0,2.0,293,400,140,70.0,0.0,0.0,57013.0,816000.0,0,0,0,1,0,0,92.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,6.45,0.22,1,6,2
nm1301035,Rob McKittrick,6.8,77251.0,1,1,2005,Male,1973,0.0,0.0,236,91,30,30.0,0.0,0.0,16101109.0,3000000.0,0,0,0,0,0,1,94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.05,1.0,1,1,2
nm1302591,Michael Sucsy,6.8,149993.0,1,4,2009,Male,1973,0.0,0.0,164,212,43,43.0,0.0,0.0,125014030.0,30000000.0,0,0,0,0,0,1,104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,7.15,0.25,1,2,1
nm1310794,Ramaa Mosley,6.4,12228.0,1,6,2007,Female,1978,0.0,0.0,39,62,43,43.0,0.0,0.0,6643.0,900000.0,0,0,0,0,0,1,101.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6.4,0.17,1,3,1
nm1313340,Michael McGowan,7.6,5038.0,1,7,1998,Male,1966,0.0,0.0,52,46,51,51.0,0.0,0.0,795126.0,6000000.0,0,1,0,0,0,0,98.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,6.75,0.14,1,3,1
nm1314116,Saul Dibb,6.9,63107.0,1,5,2004,Male,1968,0.0,0.0,142,193,62,62.0,0.0,0.0,13823741.0,13500000.0,0,0,0,1,0,0,110.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6.77,0.2,1,4,1
